ScreenResolution,Cpu,Ram,Gpu,Weight,Price_in_euros,Cpu_Brand,SSD,HDD,Flash_Storage,Hybrid,Performance,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,OpSys_Chrome OS,OpSys_Linux,OpSys_Mac OS X,OpSys_No OS,OpSys_Windows 10,OpSys_Windows 10 S,OpSys_Windows 7,OpSys_macOS,Resolution_Full HD,Resolution_Others,Gpu_Brand_ARM,Gpu_Brand_Intel,Gpu_Brand_Nvidia
1600x900,AMD A9-Series 9420 3GHz,8,AMD Radeon R5,2.6,520.9,AMD,0,1000,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.14,2450.0,Intel,512,0,0,0,32.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.5,1169.0,Intel,0,1000,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1366x768,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.4,450.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics,1.43,274.0,Intel,0,0,32,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel Graphics 620,1.8,919.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,1.95,2599.0,Intel,256,0,0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.2,1213.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.36,1584.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,Nvidia GeForce GTX 1080,3.8,2799.0,Intel,512,0,0,0,64.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.4,709.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.2,1449.9,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.2,1191.8,Intel,128,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.86,364.9,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,1064.0,Intel,0,500,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.2,919.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,AMD Radeon 530,2.2,1135.0,Intel,256,2000,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,Nvidia GeForce GTX 960,3.31,1196.0,Intel,128,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,Nvidia GeForce GTX 1070,4.42,3147.37,Intel,512,1000,0,0,64.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,Intel HD Graphics 520,1.56,1229.0,Intel,256,0,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.2,419.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.2,535.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1920x1080,Intel Core i3 6006U 2GHz,6,AMD Radeon R5 M430,2.04,539.0,Intel,0,1000,0,0,12.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.7,1486.77,Intel,128,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i3 6100U 2.1GHz,4,Intel HD Graphics 520,2.1,498.0,Intel,128,0,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.06,955.0,Intel,0,1000,0,0,16.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,AMD Radeon 530,2.1,745.0,Intel,0,1000,0,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,1258.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,412.0,Intel,128,0,0,0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8,Intel Iris Plus Graphics 640,1.252,1867.85,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R5 M430,1.9,817.95,Intel,128,1000,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.3,1034.0,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1366x768,AMD E-Series E2-9000 2.2GHz,4,AMD Radeon R2 Graphics,2.2,349.0,AMD,128,0,0,0,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,Nvidia GeForce 940MX,1.63,699.0,Intel,128,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.4,1294.0,Intel,256,1000,0,0,32.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.1,1135.0,Intel,256,0,0,0,16.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,Intel HD Graphics 500,1.4,495.0,Intel,0,0,64,0,16.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel HD Graphics 620,1.09,2299.0,Intel,512,0,0,0,16.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,Nvidia GeForce GTX 1050 Ti,2.5,1299.0,Intel,256,0,0,0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.2,997.9,Intel,256,0,0,0,16.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.86,419.0,Intel,128,0,0,0,8.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,Nvidia GeForce GTX 1060,3.21,2051.0,Intel,128,1000,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 520,2.5,699.0,Intel,256,0,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.19,1499.0,Intel,512,0,0,0,16.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1070,3.49,2813.75,Intel,256,1000,0,0,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1366x768,Intel Core i5 7200U 2.5GHz,4,AMD Radeon 520,1.86,612.61,Intel,0,500,0,0,8.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1366x768,Intel Core i3 6006U 2GHz,4,AMD Radeon R5 M430,2.2,545.67,Intel,0,1000,0,0,8.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,AMD Radeon R7 M440,2.65,569.0,AMD,0,2000,0,0,6.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,Intel HD Graphics 510,2.1,318.0,Intel,0,500,0,0,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
